Message,Category
Thanks for your purchase. View invoice: https://www.airtel.in/recharge,Transactional
Find your perfect gift at https://merchant-site.com/receipt,Promotional
Get free recharge. Click here: https://iphone14winner.com,Spam
Check out our latest deals at https://www.airtel.in/recharge,Promotional
Thanks for your purchase. View invoice: https://flipkart.com/deals,Transactional
"Login successful from new device. If not you, visit https://cleartrip.com",Transactional
Earn money fast! Start today: https://login-now-security.xyz,Spam
Check out our latest deals at https://cleartrip.com,Promotional
"Login successful from new device. If not you, visit https://www.airtel.in/recharge",Transactional
Urgent: Your account will be blocked. Verify at https://confirm-payee.click,Spam
Thanks for your purchase. View invoice: https://merchant-site.com/receipt,Transactional
Visit our store: https://www.officialstore.com for more details,Promotional
Thanks for your purchase. View invoice: https://flipkart.com/deals,Transactional
Your booking is confirmed. View details: https://merchant-site.com/receipt,Transactional
Visit our store: https://trip.com for more details,Promotional
Earn money fast! Start today: https://winfreecash.com,Spam
Upgrade your plan today: https://flipkart.com/deals,Promotional
You're selected! Redeem your reward at https://urgentupdate.co,Spam
Track your shipment here: https://bluedart.com/track,Transactional
Your package is waiting. Pay delivery fees at https://iphone14winner.com,Spam
Urgent: Your account will be blocked. Verify at https://get-rich-fast.biz,Spam
Thanks for your purchase. View invoice: https://bluedart.com/track,Transactional
Upgrade your plan today: https://amazon.in/sale,Promotional
"Login successful from new device. If not you, visit https://trip.com",Transactional
Find your perfect gift at https://secure.bankportal.in/login,Promotional
Your payment of ₹6722 was successful.,Transactional
You're selected! Redeem your reward at https://urgentupdate.co,Spam
Confirm your payment details: https://fakewebsite.com,Spam
Get free recharge. Click here: https://secure-update.cards,Spam
You have successfully logged into your account.,Transactional
Your OTP is 206325. Do not share it with anyone.,Transactional
Your payment of ₹3246 was successful.,Transactional
Limited time offer! Visit https://trip.com to grab your discount,Promotional
Urgent: Your account will be blocked. Verify at https://urgentupdate.co,Spam
Click here to win an iPhone: https://verify-now.online,Spam
Your package with tracking ID 520103 has been shipped.,Transactional
You have successfully logged into your account.,Transactional
Visit our store: https://www.airtel.in/recharge for more details,Promotional
Your transaction ID is TXN157099. Please keep it for your records.,Transactional
Your package with tracking ID 543705 has been shipped.,Transactional
Final notice. Update your info: https://urgentupdate.co,Spam
You've won a prize! Claim now: https://iphone14winner.com,Spam
You've won a prize! Claim now: https://winfreecash.com,Spam
Final notice. Update your info: https://secure-update.cards,Spam
Confirm your payment details: https://netflix-support.com,Spam
Your dream vacation awaits! Book at https://secure.bankportal.in/login,Promotional
Earn money fast! Start today: https://login-now-security.xyz,Spam
Urgent: Your account will be blocked. Verify at https://urgentupdate.co,Spam
Visit our store: https://www.myntra.com for more details,Promotional
Thanks for your purchase. View invoice: https://www.airtel.in/recharge,Transactional
Check out our latest deals at https://flipkart.com/deals,Promotional
Get free recharge. Click here: https://urgentupdate.co,Spam
You have successfully logged into your account.,Transactional
Your OTP is 548063. Do not share it with anyone.,Transactional
Your transaction ID is TXN910957. Please keep it for your records.,Transactional
Limited time offer! Visit https://www.officialstore.com to grab your discount,Promotional
Limited time offer! Visit https://bluedart.com/track to grab your discount,Promotional
Check out our latest deals at https://amazon.in/sale,Promotional
Invoice for your order is available here: https://secure.bankportal.in/login,Transactional
Your booking is confirmed. View details: https://cleartrip.com,Transactional
Check out our latest deals at https://bluedart.com/track,Promotional
Earn money fast! Start today: https://fakewebsite.com,Spam
Exclusive deals available here: https://www.airtel.in/recharge,Promotional
Urgent: Your account will be blocked. Verify at https://confirm-payee.click,Spam
Earn money fast! Start today: https://iphone14winner.com,Spam
Your payment of ₹9032 was successful.,Transactional
Final notice. Update your info: https://netflix-support.com,Spam
Urgent: Your account will be blocked. Verify at https://verify-now.online,Spam
Find your perfect gift at https://merchant-site.com/receipt,Promotional
Click here to win an iPhone: https://winfreecash.com,Spam
Urgent: Your account will be blocked. Verify at https://fakewebsite.com,Spam
Introducing our new range. Learn more: https://flipkart.com/deals,Promotional
Exclusive deals available here: https://trip.com,Promotional
Urgent: Your account will be blocked. Verify at https://verify-now.online,Spam
Find your perfect gift at https://bluedart.com/track,Promotional
You've won a prize! Claim now: https://winfreecash.com,Spam
You're selected! Redeem your reward at https://confirm-payee.click,Spam
Visit our store: https://secure.bankportal.in/login for more details,Promotional
Track your shipment here: https://secure.bankportal.in/login,Transactional
Your transaction ID is TXN107126. Please keep it for your records.,Transactional
Don't miss out! Sale ends soon at https://amazon.in/sale,Promotional
Track your shipment here: https://www.airtel.in/recharge,Transactional
Enjoy 30% off on all products. Shop now at https://merchant-site.com/receipt,Promotional
Limited time offer! Visit https://flipkart.com/deals to grab your discount,Promotional
Your booking is confirmed. View details: https://secure.bankportal.in/login,Transactional
You're selected! Redeem your reward at https://get-rich-fast.biz,Spam
Invoice for your order is available here: https://amazon.in/sale,Transactional
You're selected! Redeem your reward at https://winfreecash.com,Spam
Upgrade your plan today: https://flipkart.com/deals,Promotional
Your OTP is 967749. Do not share it with anyone.,Transactional
Reset your password now at https://verify-now.online,Spam
You've won a prize! Claim now: https://netflix-support.com,Spam
Upgrade your plan today: https://secure.bankportal.in/login,Promotional
Your booking is confirmed. View details: https://www.myntra.com,Transactional
Final notice. Update your info: https://urgentupdate.co,Spam
Invoice for your order is available here: https://trip.com,Transactional
Invoice for your order is available here: https://www.officialstore.com,Transactional
Your dream vacation awaits! Book at https://flipkart.com/deals,Promotional
"Login successful from new device. If not you, visit https://trip.com",Transactional
Invoice for your order is available here: https://secure.bankportal.in/login,Transactional
Urgent: Your account will be blocked. Verify at https://fakewebsite.com,Spam
Your transaction ID is TXN659505. Please keep it for your records.,Transactional
Check out our latest deals at https://merchant-site.com/receipt,Promotional
Final notice. Update your info: https://get-rich-fast.biz,Spam
Your booking is confirmed. View details: https://trip.com,Transactional
Invoice for your order is available here: https://www.airtel.in/recharge,Transactional
Your package is waiting. Pay delivery fees at https://login-now-security.xyz,Spam
Track your shipment here: https://trip.com,Transactional
Confirm your payment details: https://fakewebsite.com,Spam
Don't miss out! Sale ends soon at https://trip.com,Promotional
Track your shipment here: https://secure.bankportal.in/login,Transactional
Limited time offer! Visit https://flipkart.com/deals to grab your discount,Promotional
Reset your password now at https://iphone14winner.com,Spam
Urgent: Your account will be blocked. Verify at https://iphone14winner.com,Spam
Visit our store: https://trip.com for more details,Promotional
Don't miss out! Sale ends soon at https://bluedart.com/track,Promotional
Your package is waiting. Pay delivery fees at https://confirm-payee.click,Spam
Your package with tracking ID 347579 has been shipped.,Transactional
Your package is waiting. Pay delivery fees at https://fakewebsite.com,Spam
Thanks for your purchase. View invoice: https://bluedart.com/track,Transactional
Upgrade your plan today: https://bluedart.com/track,Promotional
Your transaction ID is TXN230572. Please keep it for your records.,Transactional
Exclusive deals available here: https://www.myntra.com,Promotional
Final notice. Update your info: https://netflix-support.com,Spam
Visit our store: https://amazon.in/sale for more details,Promotional
Thanks for your purchase. View invoice: https://merchant-site.com/receipt,Transactional
Your dream vacation awaits! Book at https://flipkart.com/deals,Promotional
Your OTP is 569180. Do not share it with anyone.,Transactional
Your OTP is 153029. Do not share it with anyone.,Transactional
Your transaction ID is TXN891779. Please keep it for your records.,Transactional
Don't miss out! Sale ends soon at https://flipkart.com/deals,Promotional
Final notice. Update your info: https://login-now-security.xyz,Spam
Reset your password now at https://iphone14winner.com,Spam
Enjoy 30% off on all products. Shop now at https://www.officialstore.com,Promotional
Reset your password now at https://iphone14winner.com,Spam
"Login successful from new device. If not you, visit https://amazon.in/sale",Transactional
Your booking is confirmed. View details: https://cleartrip.com,Transactional
Your booking is confirmed. View details: https://flipkart.com/deals,Transactional
Your booking is confirmed. View details: https://bluedart.com/track,Transactional
Check out our latest deals at https://merchant-site.com/receipt,Promotional
Exclusive deals available here: https://amazon.in/sale,Promotional
"Login successful from new device. If not you, visit https://secure.bankportal.in/login",Transactional
You've won a prize! Claim now: https://verify-now.online,Spam
Urgent: Your account will be blocked. Verify at https://urgentupdate.co,Spam
Final notice. Update your info: https://confirm-payee.click,Spam
Get free recharge. Click here: https://login-now-security.xyz,Spam
"Login successful from new device. If not you, visit https://www.myntra.com",Transactional
Limited time offer! Visit https://www.airtel.in/recharge to grab your discount,Promotional
You have successfully logged into your account.,Transactional
You're selected! Redeem your reward at https://iphone14winner.com,Spam
Thanks for your purchase. View invoice: https://bluedart.com/track,Transactional
Your package is waiting. Pay delivery fees at https://fakewebsite.com,Spam
Find your perfect gift at https://bluedart.com/track,Promotional
Your payment of ₹2960 was successful.,Transactional
Final notice. Update your info: https://netflix-support.com,Spam
Introducing our new range. Learn more: https://www.officialstore.com,Promotional
You're selected! Redeem your reward at https://winfreecash.com,Spam
Introducing our new range. Learn more: https://amazon.in/sale,Promotional
Your transaction ID is TXN394975. Please keep it for your records.,Transactional
Exclusive deals available here: https://www.officialstore.com,Promotional
Check out our latest deals at https://cleartrip.com,Promotional
You're selected! Redeem your reward at https://verify-now.online,Spam
Your dream vacation awaits! Book at https://bluedart.com/track,Promotional
Upgrade your plan today: https://flipkart.com/deals,Promotional
Limited time offer! Visit https://secure.bankportal.in/login to grab your discount,Promotional
You've won a prize! Claim now: https://fakewebsite.com,Spam
You have successfully logged into your account.,Transactional
Check out our latest deals at https://cleartrip.com,Promotional
Your package with tracking ID 308929 has been shipped.,Transactional
"Login successful from new device. If not you, visit https://merchant-site.com/receipt",Transactional
Find your perfect gift at https://www.officialstore.com,Promotional
Find your perfect gift at https://www.airtel.in/recharge,Promotional
Track your shipment here: https://trip.com,Transactional
Your payment of ₹843 was successful.,Transactional
Your dream vacation awaits! Book at https://flipkart.com/deals,Promotional
Find your perfect gift at https://secure.bankportal.in/login,Promotional
Earn money fast! Start today: https://fakewebsite.com,Spam
Invoice for your order is available here: https://amazon.in/sale,Transactional
Reset your password now at https://confirm-payee.click,Spam
Exclusive deals available here: https://cleartrip.com,Promotional
Upgrade your plan today: https://flipkart.com/deals,Promotional
Earn money fast! Start today: https://login-now-security.xyz,Spam
Your payment of ₹3304 was successful.,Transactional
Invoice for your order is available here: https://trip.com,Transactional
"Login successful from new device. If not you, visit https://www.officialstore.com",Transactional
Enjoy 30% off on all products. Shop now at https://bluedart.com/track,Promotional
Introducing our new range. Learn more: https://secure.bankportal.in/login,Promotional
Track your shipment here: https://www.airtel.in/recharge,Transactional
Don't miss out! Sale ends soon at https://www.officialstore.com,Promotional
Exclusive deals available here: https://secure.bankportal.in/login,Promotional
Introducing our new range. Learn more: https://secure.bankportal.in/login,Promotional
Your package is waiting. Pay delivery fees at https://winfreecash.com,Spam
Your payment of ₹7146 was successful.,Transactional
Upgrade your plan today: https://amazon.in/sale,Promotional
Your OTP is 748848. Do not share it with anyone.,Transactional
Introducing our new range. Learn more: https://secure.bankportal.in/login,Promotional
Urgent: Your account will be blocked. Verify at https://get-rich-fast.biz,Spam
Visit our store: https://www.myntra.com for more details,Promotional
Don't miss out! Sale ends soon at https://trip.com,Promotional
Upgrade your plan today: https://www.airtel.in/recharge,Promotional
Track your shipment here: https://cleartrip.com,Transactional
Find your perfect gift at https://bluedart.com/track,Promotional
Track your shipment here: https://www.myntra.com,Transactional
Limited time offer! Visit https://amazon.in/sale to grab your discount,Promotional
Earn money fast! Start today: https://urgentupdate.co,Spam
Enjoy 30% off on all products. Shop now at https://bluedart.com/track,Promotional
Track your shipment here: https://trip.com,Transactional
Your package is waiting. Pay delivery fees at https://iphone14winner.com,Spam
Thanks for your purchase. View invoice: https://trip.com,Transactional
Your payment of ₹8408 was successful.,Transactional
Introducing our new range. Learn more: https://secure.bankportal.in/login,Promotional
Check out our latest deals at https://www.airtel.in/recharge,Promotional
Exclusive deals available here: https://bluedart.com/track,Promotional
Final notice. Update your info: https://urgentupdate.co,Spam
Your booking is confirmed. View details: https://trip.com,Transactional
Exclusive deals available here: https://bluedart.com/track,Promotional
Click here to win an iPhone: https://iphone14winner.com,Spam
Check out our latest deals at https://merchant-site.com/receipt,Promotional
Don't miss out! Sale ends soon at https://www.officialstore.com,Promotional
You've won a prize! Claim now: https://urgentupdate.co,Spam
"Login successful from new device. If not you, visit https://www.myntra.com",Transactional
Confirm your payment details: https://winfreecash.com,Spam
Urgent: Your account will be blocked. Verify at https://login-now-security.xyz,Spam
Final notice. Update your info: https://confirm-payee.click,Spam
"Login successful from new device. If not you, visit https://www.myntra.com",Transactional
"Login successful from new device. If not you, visit https://flipkart.com/deals",Transactional
Your dream vacation awaits! Book at https://secure.bankportal.in/login,Promotional
Limited time offer! Visit https://flipkart.com/deals to grab your discount,Promotional
Find your perfect gift at https://amazon.in/sale,Promotional
Invoice for your order is available here: https://www.airtel.in/recharge,Transactional
Upgrade your plan today: https://amazon.in/sale,Promotional
Final notice. Update your info: https://login-now-security.xyz,Spam
Thanks for your purchase. View invoice: https://www.airtel.in/recharge,Transactional
Reset your password now at https://iphone14winner.com,Spam
Enjoy 30% off on all products. Shop now at https://merchant-site.com/receipt,Promotional
Confirm your payment details: https://login-now-security.xyz,Spam
Introducing our new range. Learn more: https://flipkart.com/deals,Promotional
Don't miss out! Sale ends soon at https://flipkart.com/deals,Promotional
Track your shipment here: https://trip.com,Transactional
Final notice. Update your info: https://winfreecash.com,Spam
Confirm your payment details: https://netflix-support.com,Spam
Enjoy 30% off on all products. Shop now at https://cleartrip.com,Promotional
Visit our store: https://flipkart.com/deals for more details,Promotional
Upgrade your plan today: https://www.myntra.com,Promotional
Earn money fast! Start today: https://winfreecash.com,Spam
Your package with tracking ID 636913 has been shipped.,Transactional
Track your shipment here: https://trip.com,Transactional
Your booking is confirmed. View details: https://flipkart.com/deals,Transactional
Exclusive deals available here: https://amazon.in/sale,Promotional
Check out our latest deals at https://merchant-site.com/receipt,Promotional
Visit our store: https://www.officialstore.com for more details,Promotional
Get free recharge. Click here: https://get-rich-fast.biz,Spam
Confirm your payment details: https://urgentupdate.co,Spam
Don't miss out! Sale ends soon at https://trip.com,Promotional
You're selected! Redeem your reward at https://login-now-security.xyz,Spam
Your payment of ₹5026 was successful.,Transactional
Enjoy 30% off on all products. Shop now at https://bluedart.com/track,Promotional
Invoice for your order is available here: https://merchant-site.com/receipt,Transactional
Track your shipment here: https://www.myntra.com,Transactional
Reset your password now at https://winfreecash.com,Spam
Earn money fast! Start today: https://confirm-payee.click,Spam
You've won a prize! Claim now: https://winfreecash.com,Spam
Get free recharge. Click here: https://get-rich-fast.biz,Spam
Upgrade your plan today: https://cleartrip.com,Promotional
Don't miss out! Sale ends soon at https://www.myntra.com,Promotional
Final notice. Update your info: https://netflix-support.com,Spam
Invoice for your order is available here: https://amazon.in/sale,Transactional
Upgrade your plan today: https://www.airtel.in/recharge,Promotional
Your payment of ₹8841 was successful.,Transactional
Enjoy 30% off on all products. Shop now at https://trip.com,Promotional
Confirm your payment details: https://urgentupdate.co,Spam
Thanks for your purchase. View invoice: https://www.airtel.in/recharge,Transactional
Urgent: Your account will be blocked. Verify at https://secure-update.cards,Spam
You're selected! Redeem your reward at https://verify-now.online,Spam
Your payment of ₹4606 was successful.,Transactional
You're selected! Redeem your reward at https://confirm-payee.click,Spam
Earn money fast! Start today: https://fakewebsite.com,Spam
You have successfully logged into your account.,Transactional
Click here to win an iPhone: https://confirm-payee.click,Spam
Visit our store: https://secure.bankportal.in/login for more details,Promotional
Confirm your payment details: https://get-rich-fast.biz,Spam
Exclusive deals available here: https://trip.com,Promotional
Don't miss out! Sale ends soon at https://secure.bankportal.in/login,Promotional
Click here to win an iPhone: https://urgentupdate.co,Spam
Track your shipment here: https://www.officialstore.com,Transactional
Your booking is confirmed. View details: https://www.myntra.com,Transactional
Upgrade your plan today: https://trip.com,Promotional
Earn money fast! Start today: https://login-now-security.xyz,Spam
Thanks for your purchase. View invoice: https://flipkart.com/deals,Transactional
Check out our latest deals at https://merchant-site.com/receipt,Promotional
You have successfully logged into your account.,Transactional
You have successfully logged into your account.,Transactional
Urgent: Your account will be blocked. Verify at https://urgentupdate.co,Spam
You've won a prize! Claim now: https://get-rich-fast.biz,Spam
Earn money fast! Start today: https://urgentupdate.co,Spam
Invoice for your order is available here: https://www.officialstore.com,Transactional
Your package is waiting. Pay delivery fees at https://confirm-payee.click,Spam
Find your perfect gift at https://www.officialstore.com,Promotional
Reset your password now at https://urgentupdate.co,Spam
Invoice for your order is available here: https://merchant-site.com/receipt,Transactional
Final notice. Update your info: https://urgentupdate.co,Spam
Click here to win an iPhone: https://winfreecash.com,Spam
Thanks for your purchase. View invoice: https://www.myntra.com,Transactional
Upgrade your plan today: https://trip.com,Promotional
Click here to win an iPhone: https://netflix-support.com,Spam
Invoice for your order is available here: https://merchant-site.com/receipt,Transactional
Get free recharge. Click here: https://verify-now.online,Spam
Visit our store: https://trip.com for more details,Promotional
Your dream vacation awaits! Book at https://www.myntra.com,Promotional
Your transaction ID is TXN708343. Please keep it for your records.,Transactional
Exclusive deals available here: https://merchant-site.com/receipt,Promotional
Thanks for your purchase. View invoice: https://bluedart.com/track,Transactional
Upgrade your plan today: https://cleartrip.com,Promotional
Exclusive deals available here: https://flipkart.com/deals,Promotional
Invoice for your order is available here: https://merchant-site.com/receipt,Transactional
Get free recharge. Click here: https://fakewebsite.com,Spam
Check out our latest deals at https://flipkart.com/deals,Promotional
Limited time offer! Visit https://amazon.in/sale to grab your discount,Promotional
You have successfully logged into your account.,Transactional
Find your perfect gift at https://trip.com,Promotional
Confirm your payment details: https://verify-now.online,Spam
Your payment of ₹3754 was successful.,Transactional
Limited time offer! Visit https://amazon.in/sale to grab your discount,Promotional
Reset your password now at https://urgentupdate.co,Spam
Final notice. Update your info: https://confirm-payee.click,Spam
Limited time offer! Visit https://secure.bankportal.in/login to grab your discount,Promotional
Thanks for your purchase. View invoice: https://trip.com,Transactional
Track your shipment here: https://merchant-site.com/receipt,Transactional
Your booking is confirmed. View details: https://trip.com,Transactional
Limited time offer! Visit https://merchant-site.com/receipt to grab your discount,Promotional
Limited time offer! Visit https://www.airtel.in/recharge to grab your discount,Promotional
Reset your password now at https://urgentupdate.co,Spam
Exclusive deals available here: https://amazon.in/sale,Promotional
Don't miss out! Sale ends soon at https://secure.bankportal.in/login,Promotional
Limited time offer! Visit https://cleartrip.com to grab your discount,Promotional
You've won a prize! Claim now: https://urgentupdate.co,Spam
Upgrade your plan today: https://cleartrip.com,Promotional
Visit our store: https://secure.bankportal.in/login for more details,Promotional
Enjoy 30% off on all products. Shop now at https://flipkart.com/deals,Promotional
Final notice. Update your info: https://urgentupdate.co,Spam
Thanks for your purchase. View invoice: https://bluedart.com/track,Transactional
Your booking is confirmed. View details: https://secure.bankportal.in/login,Transactional
Don't miss out! Sale ends soon at https://merchant-site.com/receipt,Promotional
Check out our latest deals at https://flipkart.com/deals,Promotional
"Login successful from new device. If not you, visit https://secure.bankportal.in/login",Transactional
Your transaction ID is TXN793080. Please keep it for your records.,Transactional
Confirm your payment details: https://iphone14winner.com,Spam
You have successfully logged into your account.,Transactional
Track your shipment here: https://trip.com,Transactional
Your transaction ID is TXN525644. Please keep it for your records.,Transactional
Don't miss out! Sale ends soon at https://www.officialstore.com,Promotional
Your dream vacation awaits! Book at https://amazon.in/sale,Promotional
Your payment of ₹6829 was successful.,Transactional
Limited time offer! Visit https://bluedart.com/track to grab your discount,Promotional
Your transaction ID is TXN710036. Please keep it for your records.,Transactional
Check out our latest deals at https://cleartrip.com,Promotional
Confirm your payment details: https://get-rich-fast.biz,Spam
You're selected! Redeem your reward at https://login-now-security.xyz,Spam
Limited time offer! Visit https://cleartrip.com to grab your discount,Promotional
You have successfully logged into your account.,Transactional
Earn money fast! Start today: https://get-rich-fast.biz,Spam
Your package is waiting. Pay delivery fees at https://get-rich-fast.biz,Spam
Enjoy 30% off on all products. Shop now at https://www.airtel.in/recharge,Promotional
Check out our latest deals at https://bluedart.com/track,Promotional
Reset your password now at https://login-now-security.xyz,Spam
Your dream vacation awaits! Book at https://www.myntra.com,Promotional
Limited time offer! Visit https://www.airtel.in/recharge to grab your discount,Promotional
Find your perfect gift at https://bluedart.com/track,Promotional
Limited time offer! Visit https://www.myntra.com to grab your discount,Promotional
Find your perfect gift at https://flipkart.com/deals,Promotional
Your dream vacation awaits! Book at https://cleartrip.com,Promotional
Enjoy 30% off on all products. Shop now at https://trip.com,Promotional
Find your perfect gift at https://www.officialstore.com,Promotional
Check out our latest deals at https://bluedart.com/track,Promotional
Enjoy 30% off on all products. Shop now at https://amazon.in/sale,Promotional
Final notice. Update your info: https://get-rich-fast.biz,Spam
Visit our store: https://flipkart.com/deals for more details,Promotional
Your dream vacation awaits! Book at https://cleartrip.com,Promotional
Reset your password now at https://urgentupdate.co,Spam
Upgrade your plan today: https://trip.com,Promotional
Click here to win an iPhone: https://confirm-payee.click,Spam
You're selected! Redeem your reward at https://fakewebsite.com,Spam
Thanks for your purchase. View invoice: https://merchant-site.com/receipt,Transactional
Invoice for your order is available here: https://www.myntra.com,Transactional
Your OTP is 207908. Do not share it with anyone.,Transactional
You've won a prize! Claim now: https://urgentupdate.co,Spam
Find your perfect gift at https://www.myntra.com,Promotional
Thanks for your purchase. View invoice: https://www.officialstore.com,Transactional
Invoice for your order is available here: https://www.officialstore.com,Transactional
Introducing our new range. Learn more: https://amazon.in/sale,Promotional
Upgrade your plan today: https://amazon.in/sale,Promotional
Track your shipment here: https://secure.bankportal.in/login,Transactional
Don't miss out! Sale ends soon at https://trip.com,Promotional
Earn money fast! Start today: https://secure-update.cards,Spam
Invoice for your order is available here: https://secure.bankportal.in/login,Transactional
Urgent: Your account will be blocked. Verify at https://confirm-payee.click,Spam
Your package with tracking ID 859932 has been shipped.,Transactional
Your package is waiting. Pay delivery fees at https://verify-now.online,Spam
You're selected! Redeem your reward at https://secure-update.cards,Spam
Invoice for your order is available here: https://merchant-site.com/receipt,Transactional
You're selected! Redeem your reward at https://verify-now.online,Spam
Don't miss out! Sale ends soon at https://trip.com,Promotional
Don't miss out! Sale ends soon at https://secure.bankportal.in/login,Promotional
Exclusive deals available here: https://secure.bankportal.in/login,Promotional
Invoice for your order is available here: https://trip.com,Transactional
You're selected! Redeem your reward at https://netflix-support.com,Spam
Confirm your payment details: https://winfreecash.com,Spam
Exclusive deals available here: https://www.officialstore.com,Promotional
Check out our latest deals at https://secure.bankportal.in/login,Promotional
Urgent: Your account will be blocked. Verify at https://get-rich-fast.biz,Spam
Don't miss out! Sale ends soon at https://secure.bankportal.in/login,Promotional
Visit our store: https://bluedart.com/track for more details,Promotional
Enjoy 30% off on all products. Shop now at https://cleartrip.com,Promotional
Introducing our new range. Learn more: https://www.officialstore.com,Promotional
Your booking is confirmed. View details: https://www.myntra.com,Transactional
Enjoy 30% off on all products. Shop now at https://www.officialstore.com,Promotional
Your package with tracking ID 107336 has been shipped.,Transactional
Final notice. Update your info: https://fakewebsite.com,Spam
Exclusive deals available here: https://www.airtel.in/recharge,Promotional
Limited time offer! Visit https://bluedart.com/track to grab your discount,Promotional
Introducing our new range. Learn more: https://secure.bankportal.in/login,Promotional
Find your perfect gift at https://trip.com,Promotional
Don't miss out! Sale ends soon at https://bluedart.com/track,Promotional
Earn money fast! Start today: https://verify-now.online,Spam
Check out our latest deals at https://www.officialstore.com,Promotional
Confirm your payment details: https://urgentupdate.co,Spam
Don't miss out! Sale ends soon at https://www.myntra.com,Promotional
Invoice for your order is available here: https://www.myntra.com,Transactional
"Login successful from new device. If not you, visit https://www.officialstore.com",Transactional
Upgrade your plan today: https://trip.com,Promotional
Earn money fast! Start today: https://iphone14winner.com,Spam
Track your shipment here: https://amazon.in/sale,Transactional
Find your perfect gift at https://merchant-site.com/receipt,Promotional
Invoice for your order is available here: https://www.airtel.in/recharge,Transactional
You've won a prize! Claim now: https://fakewebsite.com,Spam
Upgrade your plan today: https://bluedart.com/track,Promotional
Check out our latest deals at https://bluedart.com/track,Promotional
Check out our latest deals at https://www.officialstore.com,Promotional
Thanks for your purchase. View invoice: https://www.officialstore.com,Transactional
Reset your password now at https://get-rich-fast.biz,Spam
Reset your password now at https://verify-now.online,Spam
Reset your password now at https://confirm-payee.click,Spam
Thanks for your purchase. View invoice: https://cleartrip.com,Transactional
Confirm your payment details: https://get-rich-fast.biz,Spam
Get free recharge. Click here: https://secure-update.cards,Spam
You're selected! Redeem your reward at https://verify-now.online,Spam
You're selected! Redeem your reward at https://iphone14winner.com,Spam
Confirm your payment details: https://iphone14winner.com,Spam
Urgent: Your account will be blocked. Verify at https://netflix-support.com,Spam
Introducing our new range. Learn more: https://merchant-site.com/receipt,Promotional
Reset your password now at https://verify-now.online,Spam
Get free recharge. Click here: https://iphone14winner.com,Spam
You're selected! Redeem your reward at https://fakewebsite.com,Spam
Upgrade your plan today: https://www.myntra.com,Promotional
Limited time offer! Visit https://secure.bankportal.in/login to grab your discount,Promotional
Your booking is confirmed. View details: https://amazon.in/sale,Transactional
Urgent: Your account will be blocked. Verify at https://iphone14winner.com,Spam
Your dream vacation awaits! Book at https://www.officialstore.com,Promotional
Visit our store: https://www.myntra.com for more details,Promotional
Confirm your payment details: https://login-now-security.xyz,Spam
Introducing our new range. Learn more: https://merchant-site.com/receipt,Promotional
Exclusive deals available here: https://www.officialstore.com,Promotional
Your payment of ₹9611 was successful.,Transactional
Get free recharge. Click here: https://login-now-security.xyz,Spam
Upgrade your plan today: https://secure.bankportal.in/login,Promotional
Find your perfect gift at https://trip.com,Promotional
Invoice for your order is available here: https://www.myntra.com,Transactional
Your booking is confirmed. View details: https://secure.bankportal.in/login,Transactional
Your transaction ID is TXN618199. Please keep it for your records.,Transactional
Limited time offer! Visit https://www.myntra.com to grab your discount,Promotional
Click here to win an iPhone: https://fakewebsite.com,Spam
You're selected! Redeem your reward at https://confirm-payee.click,Spam
"Login successful from new device. If not you, visit https://bluedart.com/track",Transactional
Exclusive deals available here: https://flipkart.com/deals,Promotional
Limited time offer! Visit https://cleartrip.com to grab your discount,Promotional
Limited time offer! Visit https://www.airtel.in/recharge to grab your discount,Promotional
Final notice. Update your info: https://urgentupdate.co,Spam
Introducing our new range. Learn more: https://bluedart.com/track,Promotional
Final notice. Update your info: https://iphone14winner.com,Spam
Enjoy 30% off on all products. Shop now at https://trip.com,Promotional
Your booking is confirmed. View details: https://secure.bankportal.in/login,Transactional
Confirm your payment details: https://confirm-payee.click,Spam
Your OTP is 183811. Do not share it with anyone.,Transactional
Track your shipment here: https://amazon.in/sale,Transactional
Thanks for your purchase. View invoice: https://www.airtel.in/recharge,Transactional
Invoice for your order is available here: https://flipkart.com/deals,Transactional
Your package is waiting. Pay delivery fees at https://iphone14winner.com,Spam
Limited time offer! Visit https://www.airtel.in/recharge to grab your discount,Promotional
Your package is waiting. Pay delivery fees at https://verify-now.online,Spam
Your booking is confirmed. View details: https://www.myntra.com,Transactional
Find your perfect gift at https://cleartrip.com,Promotional
Your package is waiting. Pay delivery fees at https://urgentupdate.co,Spam
Urgent: Your account will be blocked. Verify at https://fakewebsite.com,Spam
You're selected! Redeem your reward at https://winfreecash.com,Spam
Enjoy 30% off on all products. Shop now at https://amazon.in/sale,Promotional
Confirm your payment details: https://verify-now.online,Spam
Invoice for your order is available here: https://www.officialstore.com,Transactional
Your transaction ID is TXN688183. Please keep it for your records.,Transactional
Urgent: Your account will be blocked. Verify at https://iphone14winner.com,Spam
"Login successful from new device. If not you, visit https://www.airtel.in/recharge",Transactional
Reset your password now at https://verify-now.online,Spam
"Login successful from new device. If not you, visit https://secure.bankportal.in/login",Transactional
"Login successful from new device. If not you, visit https://www.airtel.in/recharge",Transactional
You have successfully logged into your account.,Transactional
Visit our store: https://www.myntra.com for more details,Promotional
Track your shipment here: https://www.officialstore.com,Transactional
Your package with tracking ID 852125 has been shipped.,Transactional
Exclusive deals available here: https://cleartrip.com,Promotional
Get free recharge. Click here: https://netflix-support.com,Spam
Introducing our new range. Learn more: https://cleartrip.com,Promotional
